Id Place,RC number,Store,Article,Version,Description,Aisle,Rack,Level,Stack,Quantity,Quantity Not Available,Quantity Available,Batch/Series,Expiry,Value(EUR),
2178306,245062,NBO,SDRETAPA1P5,NBO,"ADHESIVE TAPE, fabric, perforated, 10cm x 5m",B,09,01,C,2304,0,2304,SYLA2608SY,31-01-2031,4380.735744,
2178313,245062,NBO,SDREBANE104,NBO,"BANDAGE, CREPE (Velpeau), 10 cm x 4 m",B,10,01,A,4800,0,4800,SYLA2611SA,31-01-2031,579.1008,
2129116,237338,NBO,SMSUGLOE1L-,NBO,"GLOVE, EXAMINATION, latex, s.u. non sterile, large",B,10,01,B,54000,0,54000,MDLNKSS25W27,28-06-2028,1836,
2175980,244748,NBO,SINSNEED19-,NBO,"NEEDLE, s.u., Luer, 19 G (1.1 x 40 mm) cream, IV",B,11,01,A,150000,0,150000,JMMT20260220,19-02-2031,1539.45,
2176494,244715,NBO,SINSIVCST20W1,NBO,"SAFETY IV CATHETER, tip, 20G x 32 mm, wings, IP, pink",B,11,01,B,26500,0,26500,POLM3061526B,31-01-2031,6378.8415,
2173850,244070,NBO,SMSUGLEN1L-,NBO,"GLOVE, EXAMINATION, nitrile, s.u., non sterile, L",B,11,01,C,36000,0,36000,MDLNZIM26W03,28-12-2030,684,
2164517,243108,NBO,SMSUBAGP16-,NBO,"BAG, plastic, for health card, 16x22 cm, re-sealable zipper",B,12,01,B,128000,0,128000,,,1600,
2173855,244070,NBO,SMSUGLEN1L-,NBO,"GLOVE, EXAMINATION, nitrile, s.u., non sterile, L",B,12,01,C,108000,0,108000,MDLNZIM26W03,28-12-2030,2052,
2107859,232709,NBO,SINSSYAI005,NBO,"SYRINGE, AUTO-DISABLE with needle, s.u., imm, 0.5 ml",B,12,02,A,38400,0,38400,ADMD812507,30-12-2029,1219.0848,
2107860,232709,NBO,SINSSYAI005,NBO,"SYRINGE, AUTO-DISABLE with needle, s.u., imm, 0.5 ml",B,12,02,B,38400,0,38400,ADMD812507,30-12-2029,1219.0848,
2175962,244748,NBO,SINSSYDL05-,NBO,"SYRINGE, s.u., Luer, 5 ml",B,13,03,A,12000,0,12000,JMMT20260220,19-02-2031,303.444,
2175965,244748,NBO,SINSSYDL05-,NBO,"SYRINGE, s.u., Luer, 5 ml",B,13,03,B,19200,0,19200,JMMT20260220,19-02-2031,485.5104,
2181618,241484,NBO,DINFSODC9SRF5,NBO,"SODIUM chloride, 0.9%, 500ml, semi-rigid bot., PVC free",B,15,01,A,1000,0,1000,LABAP1401,31-07-2030,500,
2126742,236797,NBO,DINFDEXT5SRF5,NBO,"DEXTROSE (GLUCOSE), 5%, 500ml, semi-rigid bot., PVC free",B,15,01,B,320,0,320,LABAN0708,31-03-2029,176,
2176480,244715,NBO,SINSSETI2--,NBO,"INFUSION SET 'Y', Luer-lock, air inlet, sterile, s.u.",B,15,01,C,4000,0,4000,POLM6056026B,31-01-2031,510.52,
2176481,244715,NBO,SINSSETI2--,NBO,"INFUSION SET 'Y', Luer-lock, air inlet, sterile, s.u.",B,16,01,A,5000,0,5000,POLM6056026B,31-01-2031,638.15,
2176340,241943,NBO,SDRECOMP4A4,NBO,"COMPRESS, abdominal, 45x45 cm, 4 layers, 17 threads, sterile",B,16,01,B,3600,0,3600,SYLA2643ZB-1,31-10-2030,778.68,
2180405,244070,NBO,SMSUGLEN1M-,NBO,"GLOVE, EXAMINATION, nitrile, s.u., non sterile, M",B,16,01,C,108000,0,108000,MDLNZIM26W03,28-12-2030,2052,
2181621,241484,NBO,DINFSODC9SRF5,NBO,"SODIUM chloride, 0.9%, 500ml, semi-rigid bot., PVC free",B,16,02,A,1000,0,1000,LABAP1401,31-07-2030,500,
2181620,241484,NBO,DINFSODC9SRF5,NBO,"SODIUM chloride, 0.9%, 500ml, semi-rigid bot., PVC free",B,16,02,B,1000,0,1000,LABAP1401,31-07-2030,500,
2181619,241484,NBO,DINFSODC9SRF5,NBO,"SODIUM chloride, 0.9%, 500ml, semi-rigid bot., PVC free",B,16,02,C,1000,0,1000,LABAP1401,31-07-2030,500,
2157580,241943,NBO,SDRETAPA1P5,NBO,"ADHESIVE TAPE, fabric, perforated, 10cm x 5m",B,17,01,A,2304,0,2304,SYLA2604SY-1,31-10-2030,4339.199232,
2180404,244070,NBO,SMSUGLEN1M-,NBO,"GLOVE, EXAMINATION, nitrile, s.u., non sterile, M",B,17,01,B,108000,0,108000,MDLNZIM26W03,28-12-2030,2052,
2180034,241943,NBO,SDRECOTW5R-,NBO,"COTTON WOOL, hydrophilic, roll, 500 g",B,17,01,C,480,0,480,SYLA2504MSF,31-10-2030,835.2,
2181617,241484,NBO,DINFSODC9SRF5,NBO,"SODIUM chloride, 0.9%, 500ml, semi-rigid bot., PVC free",B,18,01,A,1000,0,1000,LABAP1401,31-07-2030,500,
2180035,241943,NBO,SDRECOTW5R-,NBO,"COTTON WOOL, hydrophilic, roll, 500 g",B,18,01,B,480,0,480,SYLA2504MSF,31-10-2030,835.2,
2173856,244070,NBO,SMSUGLEN1S-,NBO,"GLOVE, EXAMINATION, nitrile, s.u., non sterile, S",B,18,01,C,6000,0,6000,MDLNZIM26W02,28-12-2030,114,
2181622,241484,NBO,DINFSODC9SRF5,NBO,"SODIUM chloride, 0.9%, 500ml, semi-rigid bot., PVC free",B,18,02,A,1000,0,1000,LABAP1401,31-07-2030,500,
2181623,241484,NBO,DINFSODC9SRF5,NBO,"SODIUM chloride, 0.9%, 500ml, semi-rigid bot., PVC free",B,18,02,B,1000,0,1000,LABAP1401,31-07-2030,500,
2181624,241484,NBO,DINFSODC9SRF5,NBO,"SODIUM chloride, 0.9%, 500ml, semi-rigid bot., PVC free",B,18,02,C,1000,0,1000,LABAP1401,31-07-2030,500,
2180036,241943,NBO,SDRECOTW5R-,NBO,"COTTON WOOL, hydrophilic, roll, 500 g",B,19,01,A,480,0,480,SYLA2504MSF,31-10-2030,835.2,
2180403,244070,NBO,SMSUGLEN1L-,NBO,"GLOVE, EXAMINATION, nitrile, s.u., non sterile, L",B,19,01,B,108000,0,108000,MDLNZIM26W03,28-12-2030,2052,
2173940,237338,NBO,SMSUGLOE1M-,NBO,"GLOVE, EXAMINATION, latex, s.u. non sterile, medium",B,19,01,C,47000,0,47000,MDLNKSS25W27,28-06-2028,1598,
2181616,240409,NBO,DINFRINL1FBF1,NBO,"RINGER lactate, 1l, flex. bag, PVC free",B,20,01,B,672,0,672,BIEF25H10E9B,31-07-2028,551.04,
2181615,240409,NBO,DINFRINL1FBF1,NBO,"RINGER lactate, 1l, flex. bag, PVC free",B,20,01,C,672,0,672,BIEF25H10E9B,31-07-2028,551.04,
2180402,244070,NBO,SMSUGLEN1L-,NBO,"GLOVE, EXAMINATION, nitrile, s.u., non sterile, L",B,21,01,A,108000,0,108000,MDLNZIM26W03,28-12-2030,2052,
2169029,243028,NBO,DINFDERI5FBF5,NBO,"DEXTROSE 5%/ RINGER LACTATE, 500ml, flex. bag, PVC free",B,21,01,B,200,0,200,BIEF25K10E5B,31-10-2027,156,
2178307,245062,NBO,SDRETAPA1P5,NBO,"ADHESIVE TAPE, fabric, perforated, 10cm x 5m",B,21,01,C,576,0,576,SYLA2608SY,31-01-2031,1095.183936,
2173857,244070,NBO,SMSUGLEN1S-,NBO,"GLOVE, EXAMINATION, nitrile, s.u., non sterile, S",B,23,01,A,108000,0,108000,MDLNZIM26W02,28-12-2030,2052,
2176511,244715,NBO,SCTDBAGU2VSS,NBO,"URINE BAG 2 l, drain., non-ret. valves, sampling port, ster.",C,02,01,A,1800,0,1800,POM6053426B,31-01-2031,549.6588,
2176512,244715,NBO,SCTDBAGU2VSS,NBO,"URINE BAG 2 l, drain., non-ret. valves, sampling port, ster.",C,02,02,A,1800,0,1800,POM6053426B,31-01-2031,549.6588,
2176513,244715,NBO,SCTDBAGU2VSS,NBO,"URINE BAG 2 l, drain., non-ret. valves, sampling port, ster.",C,02,03,A,1800,0,1800,POM6053426B,31-01-2031,549.6588,
2128780,236797,NBO,DINFDEXT5SRF5,NBO,"DEXTROSE (GLUCOSE), 5%, 500ml, semi-rigid bot., PVC free",C,03,01,B,1000,0,1000,LABAN0708,31-03-2029,550,
2175979,244748,NBO,SINSNEED19-,NBO,"NEEDLE, s.u., Luer, 19 G (1.1 x 40 mm) cream, IV",C,03,01,C,130000,0,130000,JMMT20260220,19-02-2031,1334.19,
2178845,245040,NBO,DINFRINL1FBF1,NBO,"RINGER lactate, 1l, flex. bag, PVC free",C,03,02,C,672,0,672,BIEF25L09E0T,30-11-2028,579.385632,
2155209,241238,NBO,SINSNEED19-,NBO,"NEEDLE, s.u., Luer, 19 G (1.1 x 40 mm) cream, IV",C,03,03,C,160000,0,160000,JMMT20250920,19-09-2030,1344,
2139645,232709,NBO,SINSSYAI005,NBO,"SYRINGE, AUTO-DISABLE with needle, s.u., imm, 0.5 ml",C,04,01,B,38400,0,38400,ADMD812507,30-12-2029,1219.0848,
2176498,244715,NBO,SINSIVCST22W1,NBO,"SAFETY IV CATHETER, tip, 22G x 25 mm, wings, IP, blue",C,04,01,C,26000,0,26000,POLM3061626B,31-01-2031,6258.486,
2178846,245040,NBO,DINFRINL1FBF1,NBO,"RINGER lactate, 1l, flex. bag, PVC free",C,04,02,A,672,0,672,BIEF25L09E0T,30-11-2028,579.385632,
2176500,244715,NBO,SINSIVCST22W1,NBO,"SAFETY IV CATHETER, tip, 22G x 25 mm, wings, IP, blue",C,04,03,C,27000,0,27000,POLM3061626B,31-01-2031,6499.197,
2180027,239874,NBO,SINSSETP150,NBO,"SET, INFUSION, paediatric, precision, sterile, s.u.",C,05,01,A,1000,0,1000,POLM2515396K,31-08-2030,454.984,
2164563,243077,NBO,ELINGOWSSXL,NBO,"SURGICAL GOWN, non-woven, high performance, sterile., XL",C,05,01,B,525,0,525,ZARY062509300E,16-09-2030,524.4078,
2179061,243019,NBO,DINFDERI5FBF5,NBO,"DEXTROSE 5%/ RINGER LACTATE, 500ml, flex. bag, PVC free",C,05,01,C,1280,0,1280,BIEF25K10E5B,31-10-2027,998.4,
2178864,245040,NBO,DINFRINL1FBF1,NBO,"RINGER lactate, 1l, flex. bag, PVC free",C,05,02,C,672,0,672,BIEF25L10E0U,30-11-2028,579.385632,
2178305,245062,NBO,SDRECOMP1S-,NBO,"COMPRESS, GAUZE, 10 cm, 12 plies, 17 threads, sterile",C,05,03,C,22000,0,22000,XUZE2691ZB,31-01-2031,617.474,
2176499,244715,NBO,SINSIVCST22W1,NBO,"SAFETY IV CATHETER, tip, 22G x 25 mm, wings, IP, blue",C,06,01,A,22000,0,22000,POLM3061626B,31-01-2031,5295.642,
2179062,243019,NBO,DINFDERI5FBF5,NBO,"DEXTROSE 5%/ RINGER LACTATE, 500ml, flex. bag, PVC free",C,06,01,B,1280,0,1280,BIEF25K10E5B,31-10-2027,998.4,
2129115,237338,NBO,SMSUGLOE1L-,NBO,"GLOVE, EXAMINATION, latex, s.u. non sterile, large",C,06,01,C,54000,0,54000,MDLNKSS25W27,28-06-2028,1836,
2164527,243108,NBO,SDDCBAGP06P1,NBO,"BAG for drugs, plastic, zipper, 6 x 8 cm, + pictogram 2020",C,06,02,B,480000,0,480000,,,1248,
2178337,245062,NBO,SDRECOTW5R-,NBO,"COTTON WOOL, hydrophilic, roll, 500 g",C,06,03,A,480,0,480,SYLA2601MSF,31-03-2031,843.20976,
2176506,244715,NBO,SINSIVCST24W2,NBO,"SAFETY IV CATHETER, tip, 24G x 19 mm, wings, no IP, yellow",C,06,03,B,27000,0,27000,POLM3061326B,31-01-2031,7263.81,
2178338,245062,NBO,SDRECOTW5R-,NBO,"COTTON WOOL, hydrophilic, roll, 500 g",C,06,03,C,480,0,480,SYLA2601MSF,31-03-2031,843.20976,
2176504,244715,NBO,SINSIVCST24W2,NBO,"SAFETY IV CATHETER, tip, 24G x 19 mm, wings, no IP, yellow",C,07,01,A,19000,0,19000,POLM3061326B,31-01-2031,5111.57,
2180457,245572,NBO,SMSUGLOS65-,NBO,"GLOVES, SURGICAL, latex, s.u., sterile, pair, 6.5",C,07,01,B,8800,0,8800,KANA2603380C165,28-02-2031,1936.176,
2176851,241484,NBO,DINFSODC9SRF5,NBO,"SODIUM chloride, 0.9%, 500ml, semi-rigid bot., PVC free",C,07,01,C,920,0,920,LABAP1401,31-07-2030,460,
2176476,244715,NBO,SINSSETI2--,NBO,"INFUSION SET 'Y', Luer-lock, air inlet, sterile, s.u.",C,07,02,A,5000,0,5000,POLM6056026B,31-01-2031,638.15,
2182303,241943,NBO,SDRECOTW5R-,NBO,"COTTON WOOL, hydrophilic, roll, 500 g",C,07,02,B,480,0,480,SYLA2504MSF,31-10-2030,835.2,
2176477,244715,NBO,SINSSETI2--,NBO,"INFUSION SET 'Y', Luer-lock, air inlet, sterile, s.u.",C,07,02,C,5000,0,5000,POLM6056026B,31-01-2031,638.15,
2145796,239874,NBO,SINSSETI2--,NBO,"INFUSION SET 'Y', Luer-lock, air inlet, sterile, s.u.",C,07,03,A,5000,0,5000,POLM6295725K,31-08-2030,576.74,
2176478,244715,NBO,SINSSETI2--,NBO,"INFUSION SET 'Y', Luer-lock, air inlet, sterile, s.u.",C,07,03,B,5000,0,5000,POLM6056026B,31-01-2031,638.15,
2176852,241484,NBO,DINFSODC9SRF5,NBO,"SODIUM chloride, 0.9%, 500ml, semi-rigid bot., PVC free",C,08,01,B,1000,0,1000,LABAP1401,31-07-2030,500,
2176503,244715,NBO,SINSIVCST24W2,NBO,"SAFETY IV CATHETER, tip, 24G x 19 mm, wings, no IP, yellow",C,08,01,C,27000,0,27000,POLM3061326B,31-01-2031,7263.81,
2176479,244715,NBO,SINSSETI2--,NBO,"INFUSION SET 'Y', Luer-lock, air inlet, sterile, s.u.",C,08,02,A,5000,0,5000,POLM6056026B,31-01-2031,638.15,
2178339,245062,NBO,SDRECOTW5R-,NBO,"COTTON WOOL, hydrophilic, roll, 500 g",C,08,02,B,480,0,480,SYLA2601MSF,31-03-2031,843.20976,
2129121,237338,NBO,SMSUGLOE1L-,NBO,"GLOVE, EXAMINATION, latex, s.u. non sterile, large",C,08,03,A,54000,0,54000,MDLNKSS25W27,28-06-2028,1836,
2164518,243108,NBO,SMSUBAGP16-,NBO,"BAG, plastic, for health card, 16x22 cm, re-sealable zipper",C,08,03,B,128000,0,128000,,,1600,
2164519,243108,NBO,SMSUBAGP16-,NBO,"BAG, plastic, for health card, 16x22 cm, re-sealable zipper",C,08,03,C,128000,0,128000,,,1600,
2182301,241943,NBO,SDRECOTW5R-,NBO,"COTTON WOOL, hydrophilic, roll, 500 g",C,09,01,A,480,0,480,SYLA2504MSF,31-10-2030,835.2,
2180451,245572,NBO,SMSUGLOS75-,NBO,"GLOVES, SURGICAL, latex, s.u., sterile, pair, 7.5",C,09,01,B,8400,0,8400,KANA2603380C175,28-02-2031,1848.168,
2131026,237338,NBO,SMSUGLOE1L-,NBO,"GLOVE, EXAMINATION, latex, s.u. non sterile, large",C,09,02,A,54000,0,54000,MDLNKSS25W27,28-06-2028,1836,
2176458,244715,NBO,SINSSETP150,NBO,"SET, INFUSION, paediatric, precision, sterile, s.u.",C,09,02,B,1000,0,1000,POLM2611026B,31-01-2031,511.766,
2176459,244715,NBO,SINSSETP150,NBO,"SET, INFUSION, paediatric, precision, sterile, s.u.",C,09,02,C,1000,0,1000,POLM2611026B,31-01-2031,511.766,
2176462,244715,NBO,SINSSETP150,NBO,"SET, INFUSION, paediatric, precision, sterile, s.u.",C,09,03,A,1000,0,1000,POLM2611027B,31-01-2031,511.766,
2129120,237338,NBO,SMSUGLOE1L-,NBO,"GLOVE, EXAMINATION, latex, s.u. non sterile, large",C,09,03,B,54000,0,54000,MDLNKSS25W27,28-06-2028,1836,
2176463,244715,NBO,SINSSETP150,NBO,"SET, INFUSION, paediatric, precision, sterile, s.u.",C,09,03,C,1000,0,1000,POLM2611027B,31-01-2031,511.766,
2180026,239874,NBO,SINSSETP150,NBO,"SET, INFUSION, paediatric, precision, sterile, s.u.",C,10,01,A,1000,0,1000,POLM2515396K,31-08-2030,454.984,
2171118,243795,NBO,NFOSRUTFPEP92,NBO,"READY-TO-USE THERAPEUTIC FOOD, peanut paste, 92g",C,10,01,B,9750,0,9750,INPK362,10-03-2028,2509.8255,
2146218,237338,NBO,SMSUGLOE1L-,NBO,"GLOVE, EXAMINATION, latex, s.u. non sterile, large",C,10,01,C,25000,0,25000,MDLNKSS25W27,28-06-2028,850,
2145797,239874,NBO,SINSSETI2--,NBO,"INFUSION SET 'Y', Luer-lock, air inlet, sterile, s.u.",C,10,02,A,5000,0,5000,POLM6295725K,31-08-2030,576.74,
2178340,245062,NBO,SDRECOTW5R-,NBO,"COTTON WOOL, hydrophilic, roll, 500 g",C,10,02,C,480,0,480,SYLA2601MSF,31-03-2031,843.20976,
2176464,244715,NBO,SINSSETP150,NBO,"SET, INFUSION, paediatric, precision, sterile, s.u.",C,10,03,B,1000,0,1000,POLM2611027B,31-01-2031,511.766,
2176465,244715,NBO,SINSSETP150,NBO,"SET, INFUSION, paediatric, precision, sterile, s.u.",C,10,03,C,900,0,900,POLM2611027B,31-01-2031,460.5894,
2176505,244715,NBO,SINSIVCST24W2,NBO,"SAFETY IV CATHETER, tip, 24G x 19 mm, wings, no IP, yellow",C,11,01,A,27000,0,27000,POLM3061326B,31-01-2031,7263.81,
2155215,241238,NBO,SINSSYDL01-,NBO,"SYRINGE, s.u., Luer, 1 ml, graduated 1/100",C,11,01,B,3600,0,3600,JMMT20250920,19-09-2030,81.72,
2180397,240409,NBO,DINFRINL1FBF1,NBO,"RINGER lactate, 1l, flex. bag, PVC free",C,11,01,C,672,0,672,BIEF25H10E9B,31-07-2028,551.04,
2176468,244715,NBO,SINSSETP150,NBO,"SET, INFUSION, paediatric, precision, sterile, s.u.",C,11,02,A,1000,0,1000,POLM2611028B,31-01-2031,511.766,
2176469,244715,NBO,SINSSETP150,NBO,"SET, INFUSION, paediatric, precision, sterile, s.u.",C,11,02,B,1000,0,1000,POLM2611028B,31-01-2031,511.766,
2176470,244715,NBO,SINSSETP150,NBO,"SET, INFUSION, paediatric, precision, sterile, s.u.",C,11,02,C,1000,0,1000,POLM2611028B,31-01-2031,511.766,
2176471,244715,NBO,SINSSETP150,NBO,"SET, INFUSION, paediatric, precision, sterile, s.u.",C,11,03,B,900,0,900,POLM2611028B,31-01-2031,460.5894,
2176475,244715,NBO,SINSSETP150,NBO,"SET, INFUSION, paediatric, precision, sterile, s.u.",C,11,03,C,1000,0,1000,POLM2611029B,31-01-2031,511.766,
2146219,237338,NBO,SMSUGLOE1L-,NBO,"GLOVE, EXAMINATION, latex, s.u. non sterile, large",C,12,01,A,54000,0,54000,MDLNKSS25W27,28-06-2028,1836,
2173942,237338,NBO,SMSUGLOE1M-,NBO,"GLOVE, EXAMINATION, latex, s.u. non sterile, medium",C,12,01,B,54000,0,54000,MDLNKSS25W27,28-06-2028,1836,
2180025,243108,NBO,SMSUBAGP16-,NBO,"BAG, plastic, for health card, 16x22 cm, re-sealable zipper",C,12,01,C,68000,0,68000,,,850,
2178341,245062,NBO,SDRECOTW5R-,NBO,"COTTON WOOL, hydrophilic, roll, 500 g",C,12,02,A,480,0,480,SYLA2601MSF,31-03-2031,843.20976,
2145739,239874,NBO,SINSSETP150,NBO,"SET, INFUSION, paediatric, precision, sterile, s.u.",C,12,02,B,1000,0,1000,POLM2515396K,31-08-2030,454.984,
2178342,245062,NBO,SDRECOTW5R-,NBO,"COTTON WOOL, hydrophilic, roll, 500 g",C,12,02,C,480,0,480,SYLA2601MSF,31-03-2031,843.20976,
2178343,245062,NBO,SDRECOTW5R-,NBO,"COTTON WOOL, hydrophilic, roll, 500 g",C,12,03,C,480,0,480,SYLA2601MSF,31-03-2031,843.20976,
2175972,244748,NBO,SINSSYDL20-,NBO,"SYRINGE, s.u., Luer, 20 ml",C,15,01,B,3600,0,3600,JMMT20260220,19-02-2031,246.0564,
2176460,244715,NBO,SINSSETP150,NBO,"SET, INFUSION, paediatric, precision, sterile, s.u.",C,15,01,C,900,0,900,POLM2611026B,31-01-2031,460.5894,
2182302,241943,NBO,SDRECOTW5R-,NBO,"COTTON WOOL, hydrophilic, roll, 500 g",C,15,02,A,480,0,480,SYLA2504MSF,31-10-2030,835.2,
2178344,245062,NBO,SDRECOTW5R-,NBO,"COTTON WOOL, hydrophilic, roll, 500 g",C,15,02,B,480,0,480,SYLA2601MSF,31-03-2031,843.20976,
2178345,245062,NBO,SDRECOTW5R-,NBO,"COTTON WOOL, hydrophilic, roll, 500 g",C,15,02,C,480,0,480,SYLA2601MSF,31-03-2031,843.20976,
2145745,239874,NBO,SINSSETP150,NBO,"SET, INFUSION, paediatric, precision, sterile, s.u.",C,15,03,A,1000,0,1000,POLM2515397K,31-08-2030,454.984,
2178346,245062,NBO,SDRECOTW5R-,NBO,"COTTON WOOL, hydrophilic, roll, 500 g",C,15,03,C,480,0,480,SYLA2601MSF,31-03-2031,843.20976,
2180450,245572,NBO,SMSUGLOS75-,NBO,"GLOVES, SURGICAL, latex, s.u., sterile, pair, 7.5",C,16,01,A,9600,0,9600,KANA2603380C175,28-02-2031,2112.192,
2149783,240409,NBO,DINFRINL1FBF1,NBO,"RINGER lactate, 1l, flex. bag, PVC free",C,16,01,B,144,0,144,BIEF25H09E9Z,31-07-2028,118.08,
2178347,245062,NBO,SDRECOTW5R-,NBO,"COTTON WOOL, hydrophilic, roll, 500 g",C,16,02,A,480,0,480,SYLA2601MSF,31-03-2031,843.20976,
2178348,245062,NBO,SDRECOTW5R-,NBO,"COTTON WOOL, hydrophilic, roll, 500 g",C,16,02,B,480,0,480,SYLA2601MSF,31-03-2031,843.20976,
2178349,245062,NBO,SDRECOTW5R-,NBO,"COTTON WOOL, hydrophilic, roll, 500 g",C,16,02,C,480,0,480,SYLA2601MSF,31-03-2031,843.20976,
2180449,245572,NBO,SMSUGLOS75-,NBO,"GLOVES, SURGICAL, latex, s.u., sterile, pair, 7.5",C,16,03,A,9600,0,9600,KANA2603380C175,28-02-2031,2112.192,
2176457,244715,NBO,SINSSETP150,NBO,"SET, INFUSION, paediatric, precision, sterile, s.u.",C,17,01,A,1000,0,1000,POLM2611026B,31-01-2031,511.766,
2157581,241943,NBO,SDRETAPA1P5,NBO,"ADHESIVE TAPE, fabric, perforated, 10cm x 5m",C,17,01,B,432,0,432,SYLA2604SY-1,31-10-2030,813.599856,
2164515,243108,NBO,SMSUBAGP16-,NBO,"BAG, plastic, for health card, 16x22 cm, re-sealable zipper",C,17,01,C,16000,0,16000,,,200,
2178350,245062,NBO,SDRECOTW5R-,NBO,"COTTON WOOL, hydrophilic, roll, 500 g",C,17,02,A,480,0,480,SYLA2601MSF,31-03-2031,843.20976,
2178351,245062,NBO,SDRECOTW5R-,NBO,"COTTON WOOL, hydrophilic, roll, 500 g",C,17,02,B,480,0,480,SYLA2601MSF,31-03-2031,843.20976,
2178352,245062,NBO,SDRECOTW5R-,NBO,"COTTON WOOL, hydrophilic, roll, 500 g",C,17,02,C,480,0,480,SYLA2601MSF,31-03-2031,843.20976,
2178353,245062,NBO,SDRECOTW5R-,NBO,"COTTON WOOL, hydrophilic, roll, 500 g",C,17,03,B,480,0,480,SYLA2601MSF,31-03-2031,843.20976,
2178354,245062,NBO,SDRECOTW5R-,NBO,"COTTON WOOL, hydrophilic, roll, 500 g",C,17,03,C,480,0,480,SYLA2601MSF,31-03-2031,843.20976,
2180398,240409,NBO,DINFRINL1FBF1,NBO,"RINGER lactate, 1l, flex. bag, PVC free",C,18,01,A,672,0,672,BIEF25H10E9B,31-07-2028,551.04,
2152910,240978,NBO,ELINDRSS5US,NBO,"DRAPE, non-woven, high perf., sterile, universal set",C,18,01,B,136,0,136,ZARY062509091E,15-09-2030,895.793376,
2178355,245062,NBO,SDRECOTW5R-,NBO,"COTTON WOOL, hydrophilic, roll, 500 g",C,18,02,A,480,0,480,SYLA2601MSF,31-03-2031,843.20976,
2128775,236797,NBO,DINFDEXT5SRF5,NBO,"DEXTROSE (GLUCOSE), 5%, 500ml, semi-rigid bot., PVC free",C,18,02,B,1000,0,1000,LABAN0708,31-03-2029,550,
2128776,236797,NBO,DINFDEXT5SRF5,NBO,"DEXTROSE (GLUCOSE), 5%, 500ml, semi-rigid bot., PVC free",C,18,02,C,1000,0,1000,LABAN0708,31-03-2029,550,
2178356,245062,NBO,SDRECOTW5R-,NBO,"COTTON WOOL, hydrophilic, roll, 500 g",C,18,03,A,480,0,480,SYLA2601MSF,31-03-2031,843.20976,
2179063,243019,NBO,DINFDERI5FBF5,NBO,"DEXTROSE 5%/ RINGER LACTATE, 500ml, flex. bag, PVC free",C,19,01,A,1280,0,1280,BIEF25K10E5B,31-10-2027,998.4,
2180399,240409,NBO,DINFRINL1FBF1,NBO,"RINGER lactate, 1l, flex. bag, PVC free",C,19,01,B,672,0,672,BIEF25H10E9B,31-07-2028,551.04,
2178357,245062,NBO,SDRECOTW5R-,NBO,"COTTON WOOL, hydrophilic, roll, 500 g",C,19,02,A,480,0,480,SYLA2601MSF,31-03-2031,843.20976,
2178358,245062,NBO,SDRECOTW5R-,NBO,"COTTON WOOL, hydrophilic, roll, 500 g",C,19,02,B,480,0,480,SYLA2601MSF,31-03-2031,843.20976,
2164529,243108,NBO,SDDCBAGP06P1,NBO,"BAG for drugs, plastic, zipper, 6 x 8 cm, + pictogram 2020",C,20,01,B,460000,0,460000,,,1196,
2180400,240409,NBO,DINFRINL1FBF1,NBO,"RINGER lactate, 1l, flex. bag, PVC free",C,20,01,C,672,0,672,BIEF25H10E9B,31-07-2028,551.04,
2128778,236797,NBO,DINFDEXT5SRF5,NBO,"DEXTROSE (GLUCOSE), 5%, 500ml, semi-rigid bot., PVC free",C,20,02,B,1000,0,1000,LABAN0708,31-03-2029,550,
2128777,236797,NBO,DINFDEXT5SRF5,NBO,"DEXTROSE (GLUCOSE), 5%, 500ml, semi-rigid bot., PVC free",C,20,02,C,1000,0,1000,LABAN0708,31-03-2029,550,
2180453,245572,NBO,SMSUGLOS75-,NBO,"GLOVES, SURGICAL, latex, s.u., sterile, pair, 7.5",C,20,03,C,9600,0,9600,KANA2603380C175,28-02-2031,2112.192,
2121196,235840,NBO,SINSIVCST16W1,NBO,"SAFETY IV CATHETER, tip,16G x 45 mm, wings, IP, grey",D,01,01,C,7500,0,7500,POLM3129425D,31-03-2030,1814.3025,
2167710,243575,NBO,DEXTCLOT5T-,NBO,"CLOTRIMAZOLE, 500mg, vaginal tab./pessary + applicator",D,01,03,C,2400,0,2400,UNKE5815668A,30-01-2029,1082.4,
2118421,232709,NBO,SINSSYAI005,NBO,"SYRINGE, AUTO-DISABLE with needle, s.u., imm, 0.5 ml",D,01,04,C,38400,0,38400,ADMD812507,30-12-2029,1219.0848,
2136452,237926,NBO,DORAAMOX2TDB,NBO,"AMOXICILLIN, 250mg, disp. and break. tab.",D,03,01,A,86400,0,86400,MILIATFHV0395,31-05-2028,1292.112,
2176496,244715,NBO,SINSIVCST20W1,NBO,"SAFETY IV CATHETER, tip, 20G x 32 mm, wings, IP, pink",D,03,01,C,9500,0,9500,POLM3061526B,31-01-2031,2286.7545,
2178847,245040,NBO,DINFRINL1FBF1,NBO,"RINGER lactate, 1l, flex. bag, PVC free",D,03,02,A,372,0,372,BIEF25L09E0T,30-11-2028,320.731332,
2178320,245062,NBO,SDRECOMP4A4,NBO,"COMPRESS, abdominal, 45x45 cm, 4 layers, 17 threads, sterile",D,03,02,C,1800,0,1800,XUZE2691ZB,31-01-2031,393.0732,
2167711,243575,NBO,DEXTCLOT5T-,NBO,"CLOTRIMAZOLE, 500mg, vaginal tab./pessary + applicator",D,03,03,A,2880,0,2880,UNKE5815668A,30-01-2029,1298.88,
